District,State
Nicobar,Andaman & Nicobar Island
North & Middle Andaman,Andaman & Nicobar Island
South Andaman,Andaman & Nicobar Island
Kadapa,Andhra Pradesh
Nellore,Andhra Pradesh
Anantapur,Andhra Pradesh
Chittoor,Andhra Pradesh
East Godavari,Andhra Pradesh
Guntur,Andhra Pradesh
Krishna,Andhra Pradesh
Kurnool,Andhra Pradesh
Prakasam,Andhra Pradesh
Srikakulam,Andhra Pradesh
Visakhapatnam,Andhra Pradesh
Vizianagaram,Andhra Pradesh
West Godavari,Andhra Pradesh
Central Siang,Arunachal Pradesh
Kamle,Arunachal Pradesh
Kra Daadi,Arunachal Pradesh
Lepa Rada,Arunachal Pradesh
Longding,Arunachal Pradesh
Lower Siang,Arunachal Pradesh
Namsai,Arunachal Pradesh
Pakke Kessang,Arunachal Pradesh
Shi Yomi,Arunachal Pradesh
Anjaw,Arunachal Pradesh
Changlang,Arunachal Pradesh
Dibang Valley,Arunachal Pradesh
East Kameng,Arunachal Pradesh
East Siang,Arunachal Pradesh
Kurung Kumey,Arunachal Pradesh
Lohit,Arunachal Pradesh
Lower Dibang Valley,Arunachal Pradesh
Lower Subansiri,Arunachal Pradesh
Papum Pare,Arunachal Pradesh
Tawang,Arunachal Pradesh
Tirap,Arunachal Pradesh
Upper Siang,Arunachal Pradesh
Upper Subansiri,Arunachal Pradesh
West Kameng,Arunachal Pradesh
West Siang,Arunachal Pradesh
Biswanath,Assam
Charaideo,Assam
Hojai,Assam
Majuli,Assam
South Salmara-Mankachar,Assam
Baksa,Assam
Barpeta,Assam
Bongaigaon,Assam
Cachar,Assam
Chirang,Assam
Darrang,Assam
Dhemaji,Assam
Dhubri,Assam
Dibrugarh,Assam
Dima Hasao,Assam
Goalpara,Assam
Golaghat,Assam
Hailakandi,Assam
Jorhat,Assam
Kamrup,Assam
Kamrup Metropolitan,Assam
Karbi Anglong,Assam
Karimganj,Assam
Kokrajhar,Assam
Lakhimpur,Assam
Morigaon,Assam
Nagaon,Assam
Nalbari,Assam
Sivasagar,Assam
Sonitpur,Assam
Tinsukia,Assam
Udalguri,Assam
Araria,Bihar
Arwal,Bihar
Aurangabad,Bihar
Banka,Bihar
Begusarai,Bihar
Bhagalpur,Bihar
Bhojpur,Bihar
Buxar,Bihar
Darbhanga,Bihar
East Champaran,Bihar
Gaya,Bihar
Gopalganj,Bihar
Jamui,Bihar
Jehanabad,Bihar
Kaimur,Bihar
Katihar,Bihar
Khagaria,Bihar
Kishanganj,Bihar
Lakhisarai,Bihar
Madhepura,Bihar
Madhubani,Bihar
Munger,Bihar
Muzaffarpur,Bihar
Nalanda,Bihar
Nawada,Bihar
Patna,Bihar
Purnia,Bihar
Rohtas,Bihar
Saharsa,Bihar
Samastipur,Bihar
Saran,Bihar
Sheikhpura,Bihar
Sheohar,Bihar
Sitamarhi,Bihar
Siwan,Bihar
Supaul,Bihar
Vaishali,Bihar
West Champaran,Bihar
Chandigarh,Chandigarh
Balod,Chhattisgarh
Baloda Bazar,Chhattisgarh
Bemetara,Chhattisgarh
Dantewada,Chhattisgarh
Gariaband,Chhattisgarh
Kanker,Chhattisgarh
Kondagaon,Chhattisgarh
Mungeli,Chhattisgarh
Sukma,Chhattisgarh
Surajpur,Chhattisgarh
Balrampur,Chhattisgarh
Bastar,Chhattisgarh
Bijapur,Chhattisgarh
Bilaspur,Chhattisgarh
Dhamtari,Chhattisgarh
Durg,Chhattisgarh
Janjgir Champa,Chhattisgarh
Jashpur,Chhattisgarh
Kabirdham,Chhattisgarh
Korba,Chhattisgarh
Koriya,Chhattisgarh
Mahasamund,Chhattisgarh
Narayanpur,Chhattisgarh
Raigarh,Chhattisgarh
Raipur,Chhattisgarh
Rajnandgaon,Chhattisgarh
Surguja,Chhattisgarh
Dadra Nagar Haveli,Dadra Nagar Haveli
Daman,Daman Diu
Diu,Daman Diu
Central Delhi,NCT of Delhi
East Delhi,NCT of Delhi
North Delhi,NCT of Delhi
North East Delhi,NCT of Delhi
North West Delhi,NCT of Delhi
Shahdara,NCT of Delhi
South Delhi,NCT of Delhi
South East Delhi,NCT of Delhi
South West Delhi,NCT of Delhi
West Delhi,NCT of Delhi
New Delhi,NCT of Delhi
North Goa,Goa
South Goa,Goa
Ahmedabad,Gujarat
Aravalli,Gujarat
Banaskantha,Gujarat
Botad,Gujarat
Chhota Udaipur,Gujarat
Dahod,Gujarat
Dangs,Gujarat
Devbhoomi Dwarka,Gujarat
Gir Somnath,Gujarat
Kutchh,Gujarat
Mahisagar,Gujarat
Mehsana,Gujarat
Morbi,Gujarat
Panchmahal,Gujarat
Sabarkantha,Gujarat
Amreli,Gujarat
Anand,Gujarat
Bharuch,Gujarat
Bhavnagar,Gujarat
Gandhinagar,Gujarat
Jamnagar,Gujarat
Junagadh,Gujarat
Kheda,Gujarat
Narmada,Gujarat
Navsari,Gujarat
Patan,Gujarat
Porbandar,Gujarat
Rajkot,Gujarat
Surat,Gujarat
Surendranagar,Gujarat
Tapi,Gujarat
Vadodara,Gujarat
Valsad,Gujarat
Charkhi Dadri,Haryana
Gurugram,Haryana
Ambala,Haryana
Bhiwani,Haryana
Faridabad,Haryana
Fatehabad,Haryana
Hisar,Haryana
Jhajjar,Haryana
Jind,Haryana
Kaithal,Haryana
Karnal,Haryana
Kurukshetra,Haryana
Mahendragarh,Haryana
Mewat,Haryana
Palwal,Haryana
Panchkula,Haryana
Panipat,Haryana
Rewari,Haryana
Rohtak,Haryana
Sirsa,Haryana
Sonipat,Haryana
Yamunanagar,Haryana
Lahaul & Spiti,Himachal Pradesh
Bilaspur,Himachal Pradesh
Chamba,Himachal Pradesh
Hamirpur,Himachal Pradesh
Kangra,Himachal Pradesh
Kinnaur,Himachal Pradesh
Kullu,Himachal Pradesh
Mandi,Himachal Pradesh
Shimla,Himachal Pradesh
Sirmaur,Himachal Pradesh
Solan,Himachal Pradesh
Una,Himachal Pradesh
Bandipora,Jammu Kashmir
Baramulla,Jammu Kashmir
Budgam,Jammu Kashmir
Leh,Jammu Kashmir
Poonch,Jammu Kashmir
Shopian,Jammu Kashmir
Anantnag,Jammu Kashmir
Doda,Jammu Kashmir
Ganderbal,Jammu Kashmir
Jammu,Jammu Kashmir
Kargil,Jammu Kashmir
Kathua,Jammu Kashmir
Kishtwar,Jammu Kashmir
Kulgam,Jammu Kashmir
Kupwara,Jammu Kashmir
Pulwama,Jammu Kashmir
Rajouri,Jammu Kashmir
Ramban,Jammu Kashmir
Reasi,Jammu Kashmir
Samba,Jammu Kashmir
Srinagar,Jammu Kashmir
Udhampur,Jammu Kashmir
East Singhbhum,Jharkhand
Koderma,Jharkhand
Sahebganj,Jharkhand
Saraikela Kharsawan,Jharkhand
West Singhbhum,Jharkhand
Bokaro,Jharkhand
Chatra,Jharkhand
Deoghar,Jharkhand
Dhanbad,Jharkhand
Dumka,Jharkhand
Garhwa,Jharkhand
Giridih,Jharkhand
Godda,Jharkhand
Gumla,Jharkhand
Hazaribagh,Jharkhand
Jamtara,Jharkhand
Khunti,Jharkhand
Latehar,Jharkhand
Lohardaga,Jharkhand
Pakur,Jharkhand
Palamu,Jharkhand
Ramgarh,Jharkhand
Ranchi,Jharkhand
Simdega,Jharkhand
Bangalore Urban,Karnataka
Chamarajanagar,Karnataka
Chikkaballapur,Karnataka
Chikmagalur,Karnataka
Vijayapura ,Karnataka
Bagalkot,Karnataka
Bangalore Rural,Karnataka
Belgaum,Karnataka
Bellary,Karnataka
Bidar,Karnataka
Chitradurga,Karnataka
Dakshina Kannada,Karnataka
Davanagere,Karnataka
Dharwad,Karnataka
Gadag,Karnataka
Gulbarga,Karnataka
Hassan,Karnataka
Haveri,Karnataka
Kodagu,Karnataka
Kolar,Karnataka
Koppal,Karnataka
Mandya,Karnataka
Mysore,Karnataka
Raichur,Karnataka
Ramanagara,Karnataka
Shimoga,Karnataka
Tumkur,Karnataka
Udupi,Karnataka
Uttara Kannada,Karnataka
Yadgir,Karnataka
Alappuzha,Kerala
Ernakulam,Kerala
Idukki,Kerala
Kannur,Kerala
Kasaragod,Kerala
Kollam,Kerala
Kottayam,Kerala
Kozhikode,Kerala
Malappuram,Kerala
Palakkad,Kerala
Pathanamthitta,Kerala
Thiruvananthapuram,Kerala
Thrissur,Kerala
Wayanad,Kerala
Lakshadweep,Lakshadweep
Agar Malwa,Madhya Pradesh
Khandwa,Madhya Pradesh
Khargone,Madhya Pradesh
Narsinghpur,Madhya Pradesh
Alirajpur,Madhya Pradesh
Anuppur,Madhya Pradesh
Ashoknagar,Madhya Pradesh
Balaghat,Madhya Pradesh
Barwani,Madhya Pradesh
Betul,Madhya Pradesh
Bhind,Madhya Pradesh
Bhopal,Madhya Pradesh
Burhanpur,Madhya Pradesh
Chhatarpur,Madhya Pradesh
Chhindwara,Madhya Pradesh
Damoh,Madhya Pradesh
Datia,Madhya Pradesh
Dewas,Madhya Pradesh
Dhar,Madhya Pradesh
Dindori,Madhya Pradesh
Guna,Madhya Pradesh
Gwalior,Madhya Pradesh
Harda,Madhya Pradesh
Hoshangabad,Madhya Pradesh
Indore,Madhya Pradesh
Jabalpur,Madhya Pradesh
Jhabua,Madhya Pradesh
Katni,Madhya Pradesh
Mandla,Madhya Pradesh
Mandsaur,Madhya Pradesh
Morena,Madhya Pradesh
Neemuch,Madhya Pradesh
Panna,Madhya Pradesh
Raisen,Madhya Pradesh
Rajgarh,Madhya Pradesh
Ratlam,Madhya Pradesh
Rewa,Madhya Pradesh
Sagar,Madhya Pradesh
Satna,Madhya Pradesh
Sehore,Madhya Pradesh
Seoni,Madhya Pradesh
Shahdol,Madhya Pradesh
Shajapur,Madhya Pradesh
Sheopur,Madhya Pradesh
Shivpuri,Madhya Pradesh
Sidhi,Madhya Pradesh
Singrauli,Madhya Pradesh
Tikamgarh,Madhya Pradesh
Ujjain,Madhya Pradesh
Umaria,Madhya Pradesh
Vidisha,Madhya Pradesh
Ahmednagar,Maharashtra
Beed,Maharashtra
Buldhana,Maharashtra
Gadchiroli,Maharashtra
Gondiya,Maharashtra
Mumbai City,Maharashtra
Palghar,Maharashtra
Raigarh,Maharashtra
Akola,Maharashtra
Amravati,Maharashtra
Aurangabad,Maharashtra
Bhandara,Maharashtra
Chandrapur,Maharashtra
Dhule,Maharashtra
Hingoli,Maharashtra
Jalgaon,Maharashtra
Jalna,Maharashtra
Kolhapur,Maharashtra
Latur,Maharashtra
Mumbai Suburban,Maharashtra
Nagpur,Maharashtra
Nanded,Maharashtra
Nandurbar,Maharashtra
Nashik,Maharashtra
Osmanabad,Maharashtra
Parbhani,Maharashtra
Pune,Maharashtra
Ratnagiri,Maharashtra
Sangli,Maharashtra
Satara,Maharashtra
Sindhudurg,Maharashtra
Solapur,Maharashtra
Thane,Maharashtra
Wardha,Maharashtra
Washim,Maharashtra
Yavatmal,Maharashtra
Jiribam,Manipur
Kakching,Manipur
Kamjong,Manipur
Kangpokpi,Manipur
Noney,Manipur
Pherzawl,Manipur
Tengnoupal,Manipur
Bishnupur,Manipur
Chandel,Manipur
Churachandpur,Manipur
Imphal East,Manipur
Imphal West,Manipur
Senapati,Manipur
Tamenglong,Manipur
Thoubal,Manipur
Ukhrul,Manipur
North Garo Hills,Meghalaya
South West Garo Hills,Meghalaya
South West Khasi Hills,Meghalaya
Jaintia Hills,Meghalaya
East Garo Hills,Meghalaya
East Khasi Hills,Meghalaya
Ri Bhoi,Meghalaya
South Garo Hills,Meghalaya
West Garo Hills,Meghalaya
West Khasi Hills,Meghalaya
Lawangtlai,Mizoram
Aizawl,Mizoram
Champhai,Mizoram
Kolasib,Mizoram
Lunglei,Mizoram
Mamit,Mizoram
Saiha,Mizoram
Serchhip,Mizoram
Dimapur,Nagaland
Kiphire,Nagaland
Kohima,Nagaland
Longleng,Nagaland
Mokokchung,Nagaland
Mon,Nagaland
Peren,Nagaland
Phek,Nagaland
Tuensang,Nagaland
Wokha,Nagaland
Zunheboto,Nagaland
Anugul,Odisha
Balasore,Odisha
Boudh,Odisha
Jagatsinghpur,Odisha
Jajpur,Odisha
Nabarangpur,Odisha
Sundargarh,Odisha
Balangir,Odisha
Bargarh,Odisha
Bhadrak,Odisha
Cuttack,Odisha
Debagarh,Odisha
Dhenkanal,Odisha
Gajapati,Odisha
Ganjam,Odisha
Jharsuguda,Odisha
Kalahandi,Odisha
Kandhamal,Odisha
Kendrapara,Odisha
Kendujhar,Odisha
Khordha,Odisha
Koraput,Odisha
Malkangiri,Odisha
Mayurbhanj,Odisha
Nayagarh,Odisha
Nuapada,Odisha
Puri,Odisha
Rayagada,Odisha
Sambalpur,Odisha
Subarnapur,Odisha
Karaikal,Puducherry
Mahe,Puducherry
Puducherry,Puducherry
Yanam,Puducherry
Fazilka,Punjab
Sahibzada Ajit Singh Nagar,Punjab
Pathankot,Punjab
Shahid Bhagat Singh Nagar,Punjab
Amritsar,Punjab
Barnala,Punjab
Bathinda,Punjab
Faridkot,Punjab
Fatehgarh Sahib,Punjab
Firozpur,Punjab
Gurdaspur,Punjab
Hoshiarpur,Punjab
Jalandhar,Punjab
Kapurthala,Punjab
Ludhiana,Punjab
Mansa,Punjab
Moga,Punjab
Muktsar,Punjab
Patiala,Punjab
Rupnagar,Punjab
Sangrur,Punjab
Tarn Taran,Punjab
Chittaurgarh,Rajasthan
Dholpur,Rajasthan
Jalor,Rajasthan
Jhunjhunu,Rajasthan
Ajmer,Rajasthan
Alwar,Rajasthan
Banswara,Rajasthan
Baran,Rajasthan
Barmer,Rajasthan
Bharatpur,Rajasthan
Bhilwara,Rajasthan
Bikaner,Rajasthan
Bundi,Rajasthan
Churu,Rajasthan
Dausa,Rajasthan
Dungarpur,Rajasthan
Ganganagar,Rajasthan
Hanumangarh,Rajasthan
Jaipur,Rajasthan
Jaisalmer,Rajasthan
Jhalawar,Rajasthan
Jodhpur,Rajasthan
Karauli,Rajasthan
Kota,Rajasthan
Nagaur,Rajasthan
Pali,Rajasthan
Pratapgarh,Rajasthan
Rajsamand,Rajasthan
Sawai Madhopur,Rajasthan
Sikar,Rajasthan
Sirohi,Rajasthan
Tonk,Rajasthan
Udaipur,Rajasthan
East Sikkim,Sikkim
North Sikkim,Sikkim
South Sikkim,Sikkim
West Sikkim,Sikkim
Kanchipuram,Tamil Nadu
Kanyakumari,Tamil Nadu
Nagapattinam,Tamil Nadu
Nilgiris,Tamil Nadu
Thoothukkudi,Tamil Nadu
Thiruvallur,Tamil Nadu
Thiruvarur,Tamil Nadu
Virudhunagar,Tamil Nadu
Ariyalur,Tamil Nadu
Chennai,Tamil Nadu
Coimbatore,Tamil Nadu
Cuddalore,Tamil Nadu
Dharmapuri,Tamil Nadu
Dindigul,Tamil Nadu
Erode,Tamil Nadu
Karur,Tamil Nadu
Krishnagiri,Tamil Nadu
Madurai,Tamil Nadu
Namakkal,Tamil Nadu
Perambalur,Tamil Nadu
Pudukkottai,Tamil Nadu
Ramanathapuram,Tamil Nadu
Salem,Tamil Nadu
Sivaganga,Tamil Nadu
Thanjavur,Tamil Nadu
Theni,Tamil Nadu
Tiruchirappalli,Tamil Nadu
Tirunelveli,Tamil Nadu
Tiruppur,Tamil Nadu
Tiruvannamalai,Tamil Nadu
Vellore,Tamil Nadu
Viluppuram,Tamil Nadu
Jayashankar Bhupalapally,Telangana
Jogulamba Gadwal,Telangana
Komarambheem,Telangana
Mahabubnagar,Telangana
Medchal,Telangana
Rangareddy,Telangana
Adilabad,Telangana
Bhadradri Kothagudem,Telangana
Hyderabad,Telangana
Jagtial,Telangana
Jangaon,Telangana
Kamareddy,Telangana
Karimnagar,Telangana
Khammam,Telangana
Mahabubabad,Telangana
Mancherial,Telangana
Medak,Telangana
Nagarkurnool,Telangana
Nalgonda,Telangana
Nirmal,Telangana
Nizamabad,Telangana
Peddapalli,Telangana
Rajanna Sircilla,Telangana
Sangareddy,Telangana
Siddipet,Telangana
Suryapet,Telangana
Vikarabad,Telangana
Wanaparthy,Telangana
Warangal Rural,Telangana
Warangal Urban,Telangana
Yadadri Bhuvanagiri,Telangana
Gomati,Tripura
Khowai,Tripura
Sepahijala,Tripura
Unakoti,Tripura
Dhalai,Tripura
North Tripura,Tripura
South Tripura,Tripura
West Tripura,Tripura
Amethi,Uttar Pradesh
Jyotiba Phule Nagar,Uttar Pradesh
Ayodhya,Uttar Pradesh
Barabanki,Uttar Pradesh
Bhadohi,Uttar Pradesh
Hapur,Uttar Pradesh
Hathras,Uttar Pradesh
Kasganj,Uttar Pradesh
Prayagraj,Uttar Pradesh
Rae Bareli,Uttar Pradesh
Sambhal,Uttar Pradesh
Shamli,Uttar Pradesh
Shrawasti,Uttar Pradesh
Siddharth Nagar,Uttar Pradesh
Agra,Uttar Pradesh
Aligarh,Uttar Pradesh
Ambedkar Nagar,Uttar Pradesh
Auraiya,Uttar Pradesh
Azamgarh,Uttar Pradesh
Baghpat,Uttar Pradesh
Bahraich,Uttar Pradesh
Ballia,Uttar Pradesh
Balrampur,Uttar Pradesh
Banda,Uttar Pradesh
Bareilly,Uttar Pradesh
Basti,Uttar Pradesh
Bijnor,Uttar Pradesh
Budaun,Uttar Pradesh
Bulandshahr,Uttar Pradesh
Chandauli,Uttar Pradesh
Chitrakoot,Uttar Pradesh
Deoria,Uttar Pradesh
Etah,Uttar Pradesh
Etawah,Uttar Pradesh
Farrukhabad,Uttar Pradesh
Fatehpur,Uttar Pradesh
Firozabad,Uttar Pradesh
Gautam Buddha Nagar,Uttar Pradesh
Ghaziabad,Uttar Pradesh
Ghazipur,Uttar Pradesh
Gonda,Uttar Pradesh
Gorakhpur,Uttar Pradesh
Hamirpur,Uttar Pradesh
Hardoi,Uttar Pradesh
Jalaun,Uttar Pradesh
Jaunpur,Uttar Pradesh
Jhansi,Uttar Pradesh
Kannauj,Uttar Pradesh
Kanpur Dehat,Uttar Pradesh
Kanpur Nagar,Uttar Pradesh
Kaushambi,Uttar Pradesh
Kheri,Uttar Pradesh
Kushinagar,Uttar Pradesh
Lalitpur,Uttar Pradesh
Lucknow,Uttar Pradesh
Maharajganj,Uttar Pradesh
Mahoba,Uttar Pradesh
Mainpuri,Uttar Pradesh
Mathura,Uttar Pradesh
Mau,Uttar Pradesh
Meerut,Uttar Pradesh
Mirzapur,Uttar Pradesh
Moradabad,Uttar Pradesh
Muzaffarnagar,Uttar Pradesh
Pilibhit,Uttar Pradesh
Pratapgarh,Uttar Pradesh
Rampur,Uttar Pradesh
Saharanpur,Uttar Pradesh
Sant Kabir Nagar,Uttar Pradesh
Shahjahanpur,Uttar Pradesh
Sitapur,Uttar Pradesh
Sonbhadra,Uttar Pradesh
Sultanpur,Uttar Pradesh
Unnao,Uttar Pradesh
Varanasi,Uttar Pradesh
Haridwar,Uttarakhand
Pauri,Uttarakhand
Tehri Garhwal,Uttarakhand
Almora,Uttarakhand
Bageshwar,Uttarakhand
Chamoli,Uttarakhand
Champawat,Uttarakhand
Dehradun,Uttarakhand
Nainital,Uttarakhand
Pithoragarh,Uttarakhand
Rudraprayag,Uttarakhand
Udham Singh Nagar,Uttarakhand
Uttarkashi,Uttarakhand
Alipurduar,West Bengal
Cooch Behar,West Bengal
Darjeeling,West Bengal
Hooghly,West Bengal
Howrah,West Bengal
Jhargram,West Bengal
Kalimpong,West Bengal
Malda,West Bengal
Paschim Bardhaman,West Bengal
Paschim Medinipur,West Bengal
Purba Bardhaman,West Bengal
Purulia,West Bengal
Bankura,West Bengal
Birbhum,West Bengal
Dakshin Dinajpur,West Bengal
Jalpaiguri,West Bengal
Kolkata,West Bengal
Murshidabad,West Bengal
Nadia,West Bengal
North 24 Parganas,West Bengal
Purba Medinipur,West Bengal
South 24 Parganas,West Bengal
Uttar Dinajpur,West Bengal
